epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.1486602385126523,1.877022660255432,33.16,85.38,1e-05,1,68.73796391487122,68.73796105384827,83486208.0,1,4102.0810546875,484986.46875
1,2.080817767203083,1.7593311223983765,37.45,87.51,1.9e-05,1,134.4096896648407,65.4611930847168,146918400.0,2,4101.9990234375,484952.8125
2,2.046979689109646,1.6764599666595459,42.09,90.15,2.8000000000000003e-05,1,200.08856105804443,65.44411063194275,210350592.0,3,4101.796875,484896.0
3,2.029114790060456,1.6310393703460693,43.33,90.77,3.7e-05,1,265.81400442123413,65.51849508285522,273782784.0,4,4101.6025390625,484836.78125
4,2.0024399871862806,1.5623646383285523,46.47,92.52,4.6e-05,1,331.576233625412,65.55690455436707,337214976.0,5,4101.27880859375,484756.6875
5,1.9823810950436758,1.5238441986083984,47.41,92.43,5.5e-05,1,397.25897789001465,65.47475481033325,400647168.0,6,4101.0185546875,484682.34375
6,1.9560914178511244,1.4951262979507447,50.55,92.81,6.4e-05,1,462.99033975601196,65.5036313533783,464079360.0,7,4100.63427734375,484586.28125
7,1.9535716863661508,1.41859469871521,51.75,93.48,7.3e-05,1,528.7062752246857,65.50911116600037,527511552.0,8,4100.29248046875,484496.6875
8,1.930646500269979,1.3908601448059081,53.66,94.7,8.2e-05,1,594.5144164562225,65.59369993209839,590943744.0,9,4099.9599609375,484399.71875
9,1.9180595221501153,1.3829170137405395,53.31,94.41,9.1e-05,1,660.2677888870239,65.47782635688782,654375936.0,10,4099.7255859375,484315.875
10,1.9072005786907964,1.3119758169174194,56.08,94.31,9.97534852915723e-05,1,725.9333248138428,65.45834755897522,717808128.0,11,4099.3388671875,484215.375
11,1.8869520776860997,1.2664676763534546,57.46,95.6,9.970177445201784e-05,1,791.675986289978,65.53212189674377,781240320.0,12,4099.15869140625,484136.5625
12,1.8675330639190773,1.2340803201675414,59.76,95.7,9.964516155915151e-05,1,857.5326488018036,65.64937424659729,844672512.0,13,4098.97705078125,484061.34375
