epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,2.1422941413029513,1.8503156391143798,34.87,85.79,1e-05
1,2.089374865215658,1.7534019289016725,39.57,88.08,1.9e-05
2,2.052886978001662,1.6582655582427979,43.86,90.36,2.8000000000000003e-05
3,2.0209586180737014,1.6058867942810058,44.4,91.23,3.7e-05
4,1.9995097233299715,1.5350161502838136,46.64,92.39,4.6e-05
5,1.9724761261372195,1.509147747039795,47.83,92.09,5.5e-05
6,1.9552371883514443,1.4511038850784301,49.5,93.57,6.4e-05
7,1.93644691627859,1.4149226606369019,53.39,94.4,7.3e-05
8,1.930506999300323,1.3594328285217285,54.2,94.04,8.2e-05
9,1.9032103668864955,1.3340153791427611,56.05,95.39,9.1e-05
10,1.8926000730939467,1.3122273904800414,56.64,94.88,9.97534852915723e-05
11,1.8766597759708399,1.2698278898239135,58.58,95.34,9.970177445201784e-05
12,1.8567991858102602,1.182965690422058,61.12,96.06,9.964516155915151e-05
13,1.8370762611626053,1.1766733772277833,62.24,95.88,9.958365282121497e-05
14,1.818751690787634,1.1740907751083374,62.93,96.68,9.951725498333448e-05
15,1.8120720467402596,1.1317571704864502,62.79,95.96,9.94459753267812e-05
16,1.7883419857745593,1.0477601437568664,66.19,97.01,9.936982166817273e-05
17,1.7933387625080064,1.0481321108818054,65.81,96.69,9.928880235861588e-05
18,1.7758993919313946,1.0377508910179138,67.83,97.2,9.9202926282791e-05
19,1.7520379421805603,0.9959424935340881,68.61,96.97,9.911220285797748e-05
20,1.7535857981817364,0.9823784672737121,70.6,97.37,9.901664203302126e-05
21,1.7300482918144646,0.9269857258796692,71.24,97.63,9.891625428724365e-05
22,1.7357536235325772,0.9343520413398743,71.95,97.64,9.881105062929222e-05
23,1.7177162683269585,0.9067731070518493,72.98,97.67,9.870104259593363e-05
24,1.6977504647495498,0.9254505624771118,72.06,97.31,9.858624225078841e-05
25,1.7038642221467901,0.8731046703338623,73.54,97.6,9.846666218300807e-05
26,1.6771335960502967,0.8553817742347717,74.4,97.88,9.834231550589462e-05
27,1.6782929285235044,0.8538601913452148,75.35,98.09,9.821321585546244e-05
28,1.6636248204222714,0.8121928102493287,76.01,98.31,9.807937738894302e-05
29,1.6691282207620892,0.8509855458259582,76.11,98.11,9.794081478323246e-05
30,1.6571720537852386,0.8010895893096924,76.84,98.26,9.779754323328192e-05
31,1.6555388472907522,0.7873605739593506,76.95,98.31,9.764957845043137e-05
32,1.6392957405610518,0.8111292593002319,76.54,98.35,9.749693666068666e-05
33,1.6317415290849615,0.776979137134552,77.2,98.43,9.733963460294015e-05
34,1.6404434196775,0.7598514441490173,78.35,98.28,9.717768952713513e-05
35,1.6290669212268043,0.7899153655052185,78.65,98.59,9.701111919237408e-05
36,1.6208940835982064,0.7486903008460999,78.61,98.54,9.683994186497131e-05
37,1.6258347048191653,0.7321306568145752,79.27,98.73,9.666417631644977e-05
38,1.5967137398396198,0.7038625493049622,79.44,98.72,9.648384182148252e-05
39,1.6132289691710135,0.7047198341369629,80.68,98.77,9.629895815577916e-05
40,1.600798107674119,0.6931999401092529,81.24,98.74,9.610954559391703e-05
41,1.6007496173494757,0.6663107533454895,81.01,98.86,9.59156249071181e-05
42,1.5988920289789363,0.6780728033065796,80.75,98.88,9.571721736097089e-05
43,1.5931407507799957,0.6868539315223694,81.4,99.01,9.551434471309872e-05
44,1.5782249875929535,0.6854797066688537,81.78,98.89,9.530702921077358e-05
45,1.5574768606892926,0.688146116733551,81.61,99.0,9.509529358847655e-05
46,1.560779780798166,0.6603935050964356,82.44,99.14,9.487916106540466e-05
47,1.5871310459972192,0.6725060376167298,82.09,98.98,9.465865534292465e-05
48,1.572339028539792,0.6512648494720459,82.03,99.08,9.443380060197386e-05
49,1.5663036681167906,0.6550391279220581,82.01,99.1,9.420462150040853e-05
50,1.553960775749021,0.6381753016471863,82.97,99.11,9.397114317029974e-05
51,1.5557738757011375,0.6465951362133026,82.48,99.18,9.373339121517747e-05
52,1.5585422435734855,0.6236301168441772,82.79,99.17,9.34913917072228e-05
53,1.5640647068676967,0.6670000592231751,82.82,98.84,9.324517118440888e-05
54,1.5473855811716195,0.6312922769546508,83.61,99.23,9.299475664759068e-05
55,1.5442947130960325,0.6352267546653747,83.64,99.19,9.274017555754408e-05
56,1.5617687828867444,0.6029239883422851,84.26,99.29,9.248145583195448e-05
57,1.5268038968423265,0.5973144879341126,84.1,99.21,9.221862584235528e-05
58,1.5309999013527102,0.6048999024391174,83.82,99.27,9.195171441101669e-05
59,1.5301881669120203,0.6066564761161805,84.16,99.25,9.168075080778494e-05
