epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.2126555595397948,2.0488212471008302,24.95,79.96,1e-05,1,29.188474655151367,29.188472270965576,83486208.0,1,4102.3681640625,485033.34375
1,2.1493973836898803,1.952246845817566,30.02,83.8,1.9e-05,1,49.513755321502686,19.976731061935425,146918400.0,2,4102.65576171875,485058.28125
2,2.103395302581787,1.8514912788391114,34.96,85.78,2.8000000000000003e-05,1,70.0033495426178,20.380155324935913,210350592.0,3,4102.96337890625,485086.9375
3,2.080826940345764,1.8012674852371215,36.64,87.29,3.7e-05,1,90.03124046325684,19.90680456161499,273782784.0,4,4103.19091796875,485110.4375
4,2.0702728870391844,1.7743001335144042,37.56,87.61,4.6e-05,1,110.08321809768677,19.95502233505249,337214976.0,5,4103.3818359375,485129.53125
5,2.060359702682495,1.7564324369430542,38.82,87.98,5.5e-05,1,130.08788967132568,19.907994270324707,400647168.0,6,4103.59814453125,485153.84375
6,2.038738042640686,1.7251383100509643,40.14,88.81,6.4e-05,1,150.08634638786316,19.895509243011475,464079360.0,7,4103.8408203125,485179.15625
7,2.0273602073669434,1.7033801849365235,41.47,89.56,7.3e-05,1,170.05710673332214,19.872495651245117,527511552.0,8,4104.09375,485208.28125
8,2.031723648452759,1.6932125833511353,41.74,89.34,8.2e-05,1,189.91380906105042,19.759223699569702,590943744.0,9,4104.29541015625,485231.34375
9,2.022288678359985,1.686145181655884,42.57,89.02,9.1e-05,1,209.80847072601318,19.78331160545349,654375936.0,10,4104.52099609375,485257.90625
10,2.0120215141296387,1.642436887550354,44.43,90.67,9.97534852915723e-05,1,229.7169497013092,19.810532331466675,717808128.0,11,4104.732421875,485284.4375
11,2.001015467262268,1.63071020488739,45.02,90.38,9.970177445201784e-05,1,249.65516757965088,19.84190535545349,781240320.0,12,4104.91552734375,485306.75
12,1.9916218828201293,1.6025347990036012,46.33,91.31,9.964516155915151e-05,1,269.5307524204254,19.776288270950317,844672512.0,13,4105.10498046875,485329.96875
13,1.981196793937683,1.5860437896728516,47.19,90.98,9.958365282121497e-05,1,289.40977001190186,19.7797110080719,908104704.0,14,4105.29052734375,485353.875
14,1.9721087295532227,1.5655768243789674,47.74,91.72,9.951725498333448e-05,1,309.2946810722351,19.788556814193726,971536896.0,15,4105.46435546875,485375.65625
15,1.9660858331680298,1.5658475891113282,46.98,91.14,9.94459753267812e-05,1,329.16970133781433,19.7786283493042,1034969088.0,16,4105.6259765625,485395.4375
16,1.9653823364257812,1.5447030778884887,47.75,91.44,9.936982166817273e-05,1,349.0396456718445,19.773387908935547,1098401280.0,17,4105.79833984375,485416.625
17,1.9612634799957276,1.5218669340133666,48.62,91.96,9.928880235861588e-05,1,368.93019008636475,19.752628087997437,1161833472.0,18,4105.96875,485439.03125
18,1.948363701438904,1.5224884969711303,49.03,92.49,9.9202926282791e-05,1,388.9275813102722,19.899895906448364,1225265664.0,19,4106.11474609375,485457.71875
19,1.9521237440109254,1.5259422639846802,48.9,92.3,9.911220285797748e-05,1,408.895396232605,19.870245218276978,1288697856.0,20,4106.24755859375,485473.5625
20,1.9327829635620117,1.4869885734558106,49.73,92.85,9.901664203302126e-05,1,428.85821199417114,19.86541199684143,1352130048.0,21,4106.41064453125,485495.28125
21,1.937419570541382,1.4883794256210328,50.96,92.19,9.891625428724365e-05,1,448.9152400493622,19.959399938583374,1415562240.0,22,4106.5322265625,485510.5625
22,1.9234673582077026,1.4652700805664063,50.42,93.07,9.881105062929222e-05,1,468.9054579734802,19.89279270172119,1478994432.0,23,4106.6943359375,485529.34375
23,1.9350487871170043,1.4708417486190797,51.14,92.46,9.870104259593363e-05,1,488.879629611969,19.878110885620117,1542426624.0,24,4106.8037109375,485543.875
24,1.9363221130371093,1.4540741395950318,51.82,92.8,9.858624225078841e-05,1,508.87322092056274,19.894216775894165,1605858816.0,25,4106.916015625,485558.875
25,1.9285331998825073,1.4518945930480958,51.53,92.94,9.846666218300807e-05,1,528.871481180191,19.901621341705322,1669291008.0,26,4107.0283203125,485572.65625
26,1.9169964776992798,1.443297262763977,51.88,93.19,9.834231550589462e-05,1,548.8631808757782,19.893935203552246,1732723200.0,27,4107.166015625,485591.34375
27,1.912102240371704,1.4500471221923827,51.24,92.84,9.821321585546244e-05,1,568.8506543636322,19.88888692855835,1796155392.0,28,4107.28759765625,485606.25
28,1.910712191772461,1.4391018621444702,52.38,92.9,9.807937738894302e-05,1,588.8679478168488,19.914564847946167,1859587584.0,29,4107.4169921875,485623.5
29,1.908690884590149,1.4167246942520142,53.05,93.55,9.794081478323246e-05,1,608.8590936660767,19.890379428863525,1923019776.0,30,4107.546875,485639.34375
