epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.1848246597290037,1.9793284412384033,29.34,82.37,1e-05,4,29.83414936065674,29.83414626121521,273782784.0,4,1046.0482177734375,124937.2890625
1,2.1091401931762697,1.8582671802520752,33.57,85.06,1.9e-05,4,56.34457063674927,26.43956971168518,527511552.0,8,1046.19189453125,124943.7265625
2,2.077479745864868,1.7974286178588867,36.07,87.45,2.8000000000000003e-05,4,82.73550271987915,26.324446439743042,781240320.0,12,1046.318603515625,124948.4296875
3,2.0563143661499024,1.7272634115219117,39.62,88.99,3.7e-05,4,109.55096936225891,26.31916308403015,1034969088.0,16,1046.48486328125,124958.296875
4,2.033998719596863,1.6813193082809448,41.29,89.55,4.6e-05,4,135.8848295211792,26.26734685897827,1288697856.0,20,1046.671630859375,124969.1015625
5,2.0206812702178953,1.6334300077438355,43.96,90.46,5.5e-05,4,162.26026034355164,26.30505108833313,1542426624.0,24,1046.86181640625,124979.609375
6,2.0071720445632937,1.6211656801223755,44.99,90.79,6.4e-05,4,188.6183762550354,26.292624473571777,1796155392.0,28,1046.9989013671875,124984.046875
7,1.9814205842971802,1.5521438814163209,46.2,91.42,7.3e-05,4,215.0253939628601,26.26288914680481,2049884160.0,32,1047.1876220703125,124995.6953125
8,1.9792329446792603,1.5444455785751343,46.75,92.32,8.2e-05,4,241.38714003562927,26.29930281639099,2303612928.0,36,1047.3162841796875,125002.0625
9,1.9601979104995728,1.4986677921295166,49.57,92.51,9.1e-05,4,267.7235515117645,26.27258801460266,2557341696.0,40,1047.4791259765625,125011.96875
10,1.9349324251174926,1.4708180555343628,48.16,93.62,9.97534852915723e-05,4,294.07293009757996,26.290295124053955,2811070464.0,44,1047.70654296875,125028.875
11,1.9419962825775146,1.4486300050735474,50.83,93.25,9.970177445201784e-05,4,320.42676067352295,26.29495143890381,3064799232.0,48,1047.8209228515625,125031.6015625
12,1.9119440446853637,1.3847996397018432,54.1,93.72,9.964516155915151e-05,4,346.7839710712433,26.297010898590088,3318528000.0,52,1048.027587890625,125046.5859375
13,1.9035031368255615,1.3540434188842774,55.55,94.38,9.958365282121497e-05,4,373.15431666374207,26.279252767562866,3572256768.0,56,1048.1868896484375,125059.09375
14,1.8899190156936645,1.3332028272628784,56.06,94.26,9.951725498333448e-05,4,399.5243430137634,26.31050753593445,3825985536.0,60,1048.3519287109375,125072.0078125
15,1.8878285335540772,1.3288675567626953,56.88,94.86,9.94459753267812e-05,4,425.8718204498291,26.284301280975342,4079714304.0,64,1048.4874267578125,125081.5234375
16,1.8707664794921874,1.3208268865585326,55.87,94.84,9.936982166817273e-05,4,452.2467112541199,26.315715789794922,4333443072.0,68,1048.6744384765625,125095.4921875
17,1.869232392692566,1.3145505191802977,57.91,95.11,9.928880235861588e-05,4,478.60765385627747,26.303494930267334,4587171840.0,72,1048.790771484375,125104.328125
18,1.8596122951507568,1.2817532657623292,56.84,95.06,9.9202926282791e-05,4,504.99572825431824,26.32533097267151,4840900608.0,76,1048.9429931640625,125116.2578125
