epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
10,1.7623867514805915,1.3854916082382203,51.9,93.06,9.698463103929542e-05
11,1.7301636705031762,1.3734017217636107,51.45,93.38,9.635919272833938e-05
12,1.7044603100189797,1.3435211557388305,53.24,94.2,9.567727288213005e-05
13,1.6759836300825461,1.3020122226715087,54.86,94.08,9.493970231495835e-05
14,1.6468381731938093,1.2704738489151002,56.17,94.28,9.414737964294636e-05
15,1.6295075040597182,1.2429560104370116,58.03,94.79,9.330127018922194e-05
16,1.617670855155358,1.214804019165039,57.84,95.22,9.24024048078213e-05
17,1.6041496013983703,1.2002031352996827,58.78,95.37,9.145187862775209e-05
18,1.5899188445164607,1.1714843311309815,59.91,95.5,9.045084971874738e-05
19,1.5816550037799737,1.1481180976867675,61.05,95.72,8.94005376803361e-05
20,1.5586566607157388,1.1401691234588622,61.4,95.73,8.83022221559489e-05
21,1.5517973526930198,1.1157414344787597,61.69,95.95,8.715724127386972e-05
22,1.5258732859904949,1.1033239370346068,62.06,96.14,8.596699001693255e-05
23,1.5174339465605906,1.0827165462493897,63.25,96.29,8.473291852294987e-05
24,1.5074824699988731,1.0502866958618164,64.15,96.38,8.345653031794292e-05
25,1.490335561373295,1.0478292892456054,64.23,96.73,8.213938048432697e-05
26,1.4817969759305318,1.0429933797836304,64.63,96.52,8.07830737662829e-05
27,1.4626000529680496,1.0125559087753295,65.6,96.64,7.938926261462366e-05
28,1.4488120983808468,0.9922645301818848,66.45,96.82,7.795964517353735e-05
29,1.4330291607441046,0.979817479801178,67.3,96.9,7.649596321166024e-05
30,1.4235716321529486,0.976107706451416,67.21,97.0,7.500000000000001e-05
31,1.4170641413101783,0.9739382798194886,67.21,97.23,7.347357813929454e-05
32,1.404683098426232,0.9559168399810791,67.92,97.02,7.191855733945387e-05
33,1.3938897035060784,0.9306285741806031,68.82,97.35,7.033683215379001e-05
34,1.38799538062169,0.9314880188941955,68.91,97.4,6.87303296707956e-05
35,1.3729770046014051,0.9214977355003356,68.52,97.33,6.710100716628344e-05
36,1.370251096211947,0.9036212580680847,69.87,97.48,6.545084971874738e-05
37,1.356016597381005,0.9101286701202392,69.89,97.38,6.378186779084995e-05
38,1.3440895160039266,0.8873736986160279,70.19,97.4,6.209609477998339e-05
39,1.343828643590976,0.8750320168495178,70.99,97.6,6.039558454088797e-05
40,1.3290728037173931,0.865942544746399,71.35,97.61,5.868240888334653e-05
41,1.321257570462349,0.8521451113700866,71.69,97.8,5.6958655048003286e-05
42,1.3163854577602485,0.8538588572502136,72.0,97.62,5.522642316338268e-05
43,1.307092005472917,0.8354618434906006,72.59,97.75,5.3487823687206276e-05
44,1.2982752900857193,0.8252405522346496,72.79,98.04,5.174497483512506e-05
45,1.296471933523814,0.8225515363693238,73.27,97.77,5e-05
46,1.2857622516460907,0.8160830428123474,73.12,98.07,4.825502516487497e-05
47,1.2783435439452147,0.8046802863121033,73.43,97.9,4.6512176312793736e-05
48,1.2719463064120367,0.8128484880447387,73.63,97.81,4.477357683661734e-05
49,1.2681701140526014,0.8023823433876037,73.87,97.95,4.304134495199673e-05
50,1.2611062774291406,0.8032114861488342,73.36,97.99,4.131759111665349e-05
51,1.2513190868573312,0.7920842403411865,74.28,98.07,3.960441545911204e-05
52,1.2517303644082485,0.7891062451362609,74.36,98.19,3.790390522001661e-05
53,1.2445611382142092,0.7825977403640747,74.54,98.01,3.6218132209150045e-05
54,1.2394509116808574,0.7841863389015198,74.25,97.93,3.4549150281252636e-05
55,1.2366538405418397,0.7769960857391357,74.58,97.93,3.289899283371657e-05
56,1.2270529233492338,0.7657374694824218,74.92,98.09,3.12696703292044e-05
57,1.2263905500754333,0.7634417093276977,75.19,98.03,2.9663167846209998e-05
58,1.22118586515769,0.7702032742500305,75.04,98.07,2.8081442660546125e-05
59,1.216708237391252,0.7635589638710022,74.87,98.04,2.6526421860705473e-05
60,1.2109043430059383,0.7577951498031616,75.56,98.1,2.500000000000001e-05
61,1.207413977995897,0.7506263615608215,75.75,98.18,2.350403678833976e-05
62,1.2057386328012516,0.7490032525062561,75.91,98.18,2.2040354826462668e-05
63,1.2051471263934403,0.7429544328689576,75.93,98.31,2.061073738537635e-05
64,1.2047324382341824,0.7430605381011963,76.08,98.24,1.9216926233717085e-05
65,1.1934967418511708,0.741757976436615,75.79,98.17,1.7860619515673033e-05
66,1.1981058169633914,0.736178792667389,76.27,98.17,1.654346968205709e-05
67,1.197007309167813,0.7324403076171875,76.4,98.27,1.5267081477050148e-05
68,1.1894041422085884,0.7369304677009583,75.93,98.27,1.403300998306744e-05
69,1.1876422665058037,0.7331600008964538,76.25,98.35,1.2842758726130299e-05
70,1.1843808874105797,0.7355949107170106,75.89,98.32,1.1697777844051105e-05
71,1.1770067564952067,0.727548341178894,76.56,98.35,1.0599462319663905e-05
72,1.1769800522388556,0.7319882842063904,76.3,98.21,9.549150281252633e-06
73,1.1797108633395954,0.726285892868042,76.4,98.3,8.548121372247918e-06
74,1.1682562314547025,0.7264650997161866,76.63,98.26,7.597595192178702e-06
75,1.1775526710045643,0.7230799683570862,76.82,98.25,6.698729810778065e-06
76,1.1789224890562204,0.7258606027603149,76.48,98.17,5.852620357053662e-06
77,1.1703850732399868,0.726000545501709,76.43,98.28,5.060297685041648e-06
78,1.1734749657985493,0.7228620480537414,76.76,98.37,4.322727117869962e-06
79,1.1658055070119027,0.7212669709205627,76.7,98.33,3.6408072716606346e-06
80,1.1694534841256263,0.720787270450592,76.7,98.35,3.0153689607045845e-06
81,1.1655849715073903,0.7195338828086854,76.94,98.32,2.4471741852423237e-06
82,1.1606091667444278,0.7202261378288269,76.67,98.33,1.9369152030840666e-06
83,1.1650080781716567,0.7209450463294983,76.47,98.36,1.4852136862001764e-06
84,1.1697512201773814,0.7205846758842468,76.81,98.33,1.0926199633097157e-06
85,1.1638911883036296,0.7184707326889038,76.87,98.41,7.596123493895991e-07
86,1.1639310668676328,0.7193735483169555,76.75,98.4,4.865965629214875e-07
87,1.1647660070504897,0.7206524872779846,76.63,98.44,2.7390523158633554e-07
88,1.1613484176305624,0.719616142654419,76.59,98.32,1.2179748700879012e-07
89,1.1640592929644462,0.7185443188667298,76.9,98.35,3.04586490452119e-08
