epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.2164690059661867,2.0628016933441162,24.54,79.03,1e-05,16,101.33769154548645,101.3376886844635,1034969088.0,16,2121.51220703125,44351.51171875
1,2.1606551961898806,1.9984195068359376,28.63,81.81,1.9e-05,16,192.73751711845398,91.16199684143066,2049884160.0,32,2120.99658203125,44342.33984375
2,2.1235357500076293,1.9027685503005982,33.55,84.84,2.8000000000000003e-05,16,284.08231806755066,91.13610887527466,3064799232.0,48,2120.0791015625,44324.60546875
3,2.0964794046401978,1.8426254684448242,35.58,86.0,3.7e-05,16,375.29265666007996,90.91763877868652,4079714304.0,64,2119.357421875,44310.4140625
4,2.0870844644546507,1.8193226461410523,35.93,86.68,4.6e-05,16,466.2548143863678,90.7339141368866,5094629376.0,80,2118.94580078125,44302.78515625
5,2.0813096599578857,1.8130107791900634,36.13,86.25,5.5e-05,16,557.1660985946655,90.70493340492249,6109544448.0,96,2118.642333984375,44297.32421875
6,2.068070275115967,1.7885624244689942,36.86,87.18,6.4e-05,16,648.0964193344116,90.72314548492432,7124459520.0,112,2118.216064453125,44289.12890625
7,2.0615724172592165,1.7822102880477906,38.04,87.16,7.3e-05,16,739.0292510986328,90.71596360206604,8139374592.0,128,2117.74951171875,44281.0234375
8,2.0703528759002685,1.7813932525634766,37.32,87.91,8.2e-05,16,829.9904325008392,90.75354027748108,9154289664.0,144,2117.395263671875,44274.3203125
9,2.06301008644104,1.7856115266799926,37.04,86.59,9.1e-05,16,920.9434461593628,90.75215601921082,10169204736.0,160,2116.731689453125,44262.5390625
10,2.0585344774246215,1.7456128313064576,41.11,88.64,9.97534852915723e-05,16,1011.9192476272583,90.74877595901489,11184119808.0,176,2116.186279296875,44252.46484375
11,2.049873932647705,1.7366833755493165,40.44,88.72,9.970177445201784e-05,16,1102.6724984645844,90.54784917831421,12199034880.0,192,2115.577880859375,44241.17578125
12,2.042187891769409,1.7051899484634399,41.82,89.06,9.964516155915151e-05,16,1193.6583864688873,90.78260326385498,13213949952.0,208,2114.897216796875,44228.7421875
13,2.0328239469528198,1.7019071983337402,42.52,89.04,9.958365282121497e-05,16,1284.8694627285004,91.00682330131531,14228865024.0,224,2114.231201171875,44217.62890625
14,2.0266407985687254,1.6709367853164674,43.5,89.67,9.951725498333448e-05,16,1376.148321390152,91.07362508773804,15243780096.0,240,2113.604248046875,44206.265625
