epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,2.1736505686397285,1.9366579500198364,30.95,83.04,1e-05
1,2.1026101123050296,1.8178288843154906,36.74,87.25,1.9e-05
2,2.0707418127951334,1.7468437683105469,38.11,88.09,2.8000000000000003e-05
3,2.0419229075179057,1.6949493103027344,41.01,89.34,3.7e-05
4,2.018084481644722,1.6178471029281616,43.77,91.17,4.6e-05
5,2.0041821578400696,1.5955325958251954,46.39,91.72,5.5e-05
6,1.991078098971163,1.5769959091186523,47.17,91.85,6.4e-05
7,1.9692770795236019,1.5152444223403931,48.78,92.85,7.3e-05
8,1.95197712886654,1.4874649801254272,50.52,93.47,8.2e-05
9,1.9506273121595687,1.4268308870315551,51.93,93.7,9.1e-05
10,1.9227310826622723,1.4033742626190187,53.39,94.17,9.97534852915723e-05
11,1.9111797647805893,1.367320433807373,54.02,94.28,9.970177445201784e-05
12,1.8987766988146169,1.3327059902191163,54.86,94.37,9.964516155915151e-05
13,1.8801370756879505,1.3076790548324584,56.15,95.22,9.958365282121497e-05
14,1.8714377503083701,1.2800502561569214,58.36,95.29,9.951725498333448e-05
15,1.867196878764144,1.2980516622543334,57.95,95.13,9.94459753267812e-05
16,1.847554625530707,1.2501906936645508,59.24,95.45,9.936982166817273e-05
17,1.84613107734392,1.2403581146240235,60.41,95.52,9.928880235861588e-05
18,1.8332449719786796,1.1941936828613282,61.71,96.03,9.9202926282791e-05
19,1.8229901390710652,1.1773191122055053,62.63,96.03,9.911220285797748e-05
20,1.8087092570855583,1.1623337381362915,63.34,96.23,9.901664203302126e-05
21,1.814124542833443,1.147434161567688,62.83,96.31,9.891625428724365e-05
22,1.8030426914346966,1.1248788778305054,63.65,96.47,9.881105062929222e-05
23,1.8037188237821553,1.118969458770752,64.15,96.67,9.870104259593363e-05
24,1.803499629647112,1.1217285284042358,64.85,96.54,9.858624225078841e-05
25,1.7902734149891344,1.101395894241333,65.33,96.71,9.846666218300807e-05
26,1.7905357199960725,1.0708617575645447,66.05,96.79,9.834231550589462e-05
27,1.7625518359539603,1.0612583755493163,66.07,96.8,9.821321585546244e-05
28,1.751395876215301,1.0608107054710387,66.56,96.65,9.807937738894302e-05
29,1.7575157537350428,1.0299092273712158,66.9,97.0,9.794081478323246e-05
30,1.7632384356707524,1.0285007032394409,68.87,97.13,9.779754323328192e-05
31,1.7420873536648427,1.0034419325828552,69.19,97.27,9.764957845043137e-05
32,1.7338476971688557,1.0036668045997619,69.62,97.34,9.749693666068666e-05
33,1.7443175993564035,1.0134818559646606,69.56,97.1,9.733963460294015e-05
34,1.722623721738173,0.9566190799713135,70.97,97.59,9.717768952713513e-05
35,1.7194564431028085,0.9550161729812622,71.27,97.71,9.701111919237408e-05
36,1.7328194848401293,0.9591352964401245,71.19,97.66,9.683994186497131e-05
37,1.6953293610168634,0.9315084975242615,71.33,97.79,9.666417631644977e-05
38,1.715712973158735,0.9322401755332946,72.41,97.72,9.648384182148252e-05
39,1.7035729674462625,0.9306491927146912,72.63,97.76,9.629895815577916e-05
40,1.713344427138071,0.9570954832077027,71.92,97.58,9.610954559391703e-05
41,1.722609411433778,0.9297596747398377,72.18,97.79,9.59156249071181e-05
42,1.7034154577841374,0.9013394953727722,72.77,97.91,9.571721736097089e-05
43,1.7049645736489192,0.8867291593551636,73.62,97.92,9.551434471309872e-05
44,1.6999071609042824,0.8879334100723266,73.81,97.82,9.530702921077358e-05
45,1.6947562758656989,0.9087849768638611,73.23,97.94,9.509529358847655e-05
46,1.6861556776049196,0.8646099199295044,73.84,97.86,9.487916106540466e-05
47,1.6812220766052852,0.8844504221916198,74.07,98.0,9.465865534292465e-05
48,1.6829673633380065,0.8901836585998535,74.1,98.0,9.443380060197386e-05
49,1.668008611846367,0.8624885589599609,74.25,97.96,9.420462150040853e-05
50,1.6799451350860497,0.8545140060424805,74.97,98.24,9.397114317029974e-05
51,1.684075698657164,0.8587562047958374,74.97,97.9,9.373339121517747e-05
52,1.6816425141848614,0.8593422985076904,75.02,98.13,9.34913917072228e-05
53,1.6564889549445863,0.8290131483078003,75.25,98.27,9.324517118440888e-05
54,1.654093813346687,0.8245157111167908,75.17,98.25,9.299475664759068e-05
55,1.6632002094491039,0.8415707933425903,75.88,98.3,9.274017555754408e-05
56,1.6555515196503505,0.8140747485160827,76.43,98.38,9.248145583195448e-05
57,1.6593114906938677,0.8367001561164856,75.35,98.05,9.221862584235528e-05
58,1.6664689441954432,0.8264168548583984,75.97,98.18,9.195171441101669e-05
59,1.6334256208507718,0.8089475993156433,76.31,98.31,9.168075080778494e-05
60,1.6461595823456474,0.799724915599823,76.02,98.36,9.140576474687264e-05
61,1.6208524465866188,0.7907385671615601,77.44,98.44,9.112678638360016e-05
62,1.651596745516671,0.8011891571998596,77.11,98.5,9.084384631108883e-05
63,1.6392819014462559,0.7832595246315003,77.32,98.61,9.055697555690607e-05
64,1.6363909482650658,0.7949123008728027,77.36,98.46,9.02662055796628e-05
65,1.639790759349144,0.7747330651283264,77.12,98.59,8.99715682655637e-05
66,1.6284335488393884,0.7856802837371826,77.52,98.45,8.967309592491052e-05
67,1.6322751397054724,0.7771724934577942,77.6,98.71,8.937082128855891e-05
68,1.6442363994832838,0.7975811891555786,77.17,98.44,8.906477750432904e-05
69,1.647375100706054,0.777352190876007,77.53,98.61,8.875499813337069e-05
70,1.6387056132132205,0.7608596541404724,78.63,98.78,8.844151714648276e-05
71,1.60463178783617,0.7725696647644043,78.33,98.62,8.812436892038805e-05
72,1.6027013715189642,0.7486713269233704,78.44,98.67,8.780358823396352e-05
73,1.6111967346884988,0.7561136840820313,78.33,98.65,8.74792102644263e-05
74,1.6201094938454035,0.7376037665367127,78.65,98.58,8.715127058347615e-05
75,1.6185261330134433,0.7421360567092895,79.0,98.73,8.681980515339464e-05
76,1.6266246017512225,0.7551895736694336,79.0,98.6,8.648485032310146e-05
