epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,2.1908475230811653,1.9879092220306396,27.36,81.68,1e-05
1,2.115776659889807,1.8593460762023926,34.63,86.14,1.9e-05
2,2.0788936276136685,1.7940296417236328,38.43,88.71,2.8000000000000003e-05
3,2.0594518683783987,1.7278838180541993,40.24,89.41,3.7e-05
4,2.0350738898129532,1.6800439392089843,41.64,90.05,4.6e-05
5,2.019537025163482,1.640753501701355,44.71,90.91,5.5e-05
6,2.0069576489635375,1.5997171844482423,45.8,91.45,6.4e-05
7,1.9928856943084092,1.5775639837265014,46.86,92.11,7.3e-05
8,1.978929966878952,1.5449074518203736,46.92,91.68,8.2e-05
9,1.964113814119493,1.527228155708313,47.8,91.77,9.1e-05
10,1.9464949883816336,1.47791831073761,50.95,93.15,9.97534852915723e-05
11,1.9347188483432374,1.450748331451416,52.05,93.87,9.970177445201784e-05
12,1.9238938697626893,1.4125451215744018,53.21,93.37,9.964516155915151e-05
13,1.9179656549849369,1.4127130292892456,51.65,93.85,9.958365282121497e-05
14,1.8974820546395648,1.3579468091964721,55.18,94.53,9.951725498333448e-05
15,1.8829058752169836,1.3446065542221068,55.5,94.67,9.94459753267812e-05
16,1.8784251635877485,1.3325648042678833,55.53,94.69,9.936982166817273e-05
17,1.8656629178954454,1.3016068452835083,57.12,94.81,9.928880235861588e-05
18,1.8594000466196545,1.3186504467010498,56.04,94.97,9.9202926282791e-05
19,1.864357056294147,1.2778032526016236,57.47,95.54,9.911220285797748e-05
20,1.8492213328882918,1.2793709985733033,57.52,95.38,9.901664203302126e-05
21,1.8472380931185088,1.2395272024154662,59.61,95.65,9.891625428724365e-05
22,1.8578744146796409,1.2504604173660279,59.39,95.47,9.881105062929222e-05
23,1.84260115947064,1.2172589450836182,60.14,95.67,9.870104259593363e-05
24,1.8316486400770318,1.2036759519577027,61.26,95.78,9.858624225078841e-05
25,1.8015083866754353,1.1921686586380005,61.88,96.12,9.846666218300807e-05
26,1.8187444121523184,1.1933167980194093,61.9,96.14,9.834231550589462e-05
27,1.8221805030038811,1.198403526687622,62.16,96.07,9.821321585546244e-05
28,1.8122913352048047,1.1858354663848878,62.66,96.24,9.807937738894302e-05
29,1.810028740446943,1.1742555576324463,61.82,96.09,9.794081478323246e-05
30,1.7998454850095487,1.1663312131881713,63.13,96.18,9.779754323328192e-05
31,1.792347357306682,1.1444646488189698,63.3,96.53,9.764957845043137e-05
32,1.7918105839767162,1.1290305793762208,63.58,96.11,9.749693666068666e-05
33,1.804330648289142,1.1603494096755982,63.62,96.08,9.733963460294015e-05
34,1.7815774071689756,1.1269745330810548,64.64,96.48,9.717768952713513e-05
35,1.7785902780393632,1.123145219039917,64.61,96.27,9.701111919237408e-05
36,1.7861074641175214,1.1262542407989502,64.3,96.54,9.683994186497131e-05
37,1.783661825403514,1.1164251985549927,64.89,96.69,9.666417631644977e-05
38,1.79105369748593,1.1158026105880738,64.98,96.57,9.648384182148252e-05
39,1.784795344715387,1.109982440185547,65.28,96.75,9.629895815577916e-05
40,1.7809425949592443,1.0797484053611754,65.76,97.0,9.610954559391703e-05
41,1.7569707676329471,1.0816971899986267,65.63,96.87,9.59156249071181e-05
42,1.7693742370178085,1.100869374847412,66.11,96.69,9.571721736097089e-05
43,1.7643900857844823,1.068621822166443,65.9,96.87,9.551434471309872e-05
44,1.7500893930772203,1.060637437915802,66.49,97.02,9.530702921077358e-05
45,1.7582705936724947,1.045959370613098,67.16,97.07,9.509529358847655e-05
46,1.7640531557622854,1.0571524008750917,66.85,96.9,9.487916106540466e-05
47,1.7459545268292005,1.0629828672409058,67.58,97.08,9.465865534292465e-05
48,1.7525885636308893,1.0512608426094054,67.07,97.0,9.443380060197386e-05
49,1.7464481854713527,1.0487745197296143,67.53,97.03,9.420462150040853e-05
50,1.7315615583473527,1.024739970970154,68.27,97.01,9.397114317029974e-05
51,1.7496779448854787,1.0317549755096436,67.69,97.33,9.373339121517747e-05
52,1.7419990491928121,1.0305508160591126,68.08,97.17,9.34913917072228e-05
53,1.7399637413696505,1.0206559811592102,67.89,97.13,9.324517118440888e-05
54,1.7346411383258853,1.0117801493644714,69.39,97.31,9.299475664759068e-05
55,1.7242472852543282,0.9922397509574891,69.36,97.46,9.274017555754408e-05
56,1.7363340344838083,1.0021916841506957,69.51,97.32,9.248145583195448e-05
57,1.7228146448025476,1.0025426752090454,69.43,97.46,9.221862584235528e-05
58,1.7323617284948176,0.9921639406204223,69.62,97.36,9.195171441101669e-05
59,1.7189109543679466,0.9926040289878845,68.84,97.32,9.168075080778494e-05
60,1.7408998461294725,0.988769024848938,69.6,97.46,9.140576474687264e-05
61,1.713314336484892,0.9743088258743287,69.47,97.32,9.112678638360016e-05
62,1.7270881822869353,0.9894583054542542,69.85,97.34,9.084384631108883e-05
