epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.2118282958984374,2.057116178894043,23.68,79.66,1e-05,1,22.025141954421997,22.02513861656189,83486208.0,1,282.48297119140625,34903.82421875
1,2.1511816034317017,1.9645824390411377,29.82,82.57,1.9e-05,1,41.646079301834106,19.593345403671265,146918400.0,2,282.75830078125,34926.24609375
2,2.114895821762085,1.8845411125183105,33.0,85.93,2.8000000000000003e-05,1,61.20146131515503,19.531391382217407,210350592.0,3,283.0587158203125,34953.62109375
3,2.087957608413696,1.8285602138519288,35.78,86.88,3.7e-05,1,80.81937313079834,19.589703798294067,273782784.0,4,283.2876892089844,34977.3515625
4,2.067202665901184,1.7803750551223756,37.11,87.17,4.6e-05,1,100.42349457740784,19.56963562965393,337214976.0,5,283.4873046875,34998.44140625
5,2.0521953193664553,1.7516071004867553,38.75,88.21,5.5e-05,1,119.97752165794373,19.52940535545349,400647168.0,6,283.6957702636719,35020.1953125
6,2.0427248371124267,1.7322695447921752,38.25,88.79,6.4e-05,1,139.55490350723267,19.55253291130066,464079360.0,7,283.9132080078125,35043.8828125
7,2.0350856945037843,1.7042772844314575,41.41,89.68,7.3e-05,1,159.16981410980225,19.564099073410034,527511552.0,8,284.1285705566406,35067.5859375
8,2.029807054519653,1.6677047206878661,42.42,89.92,8.2e-05,1,178.73174929618835,19.532952308654785,590943744.0,9,284.3448791503906,35091.765625
9,2.0110481100082396,1.6457668949127198,43.84,90.64,9.1e-05,1,198.2543044090271,19.494304656982422,654375936.0,10,284.5634460449219,35117.17578125
10,2.003585176849365,1.6451671270370483,44.42,90.09,9.97534852915723e-05,1,217.86135911941528,19.578347206115723,717808128.0,11,284.7807922363281,35143.95703125
11,1.9948812313079833,1.6109926258087157,45.23,91.18,9.970177445201784e-05,1,237.42017793655396,19.530689477920532,781240320.0,12,285.0050964355469,35170.0078125
12,1.9828268033981322,1.5796592365264892,46.9,91.33,9.964516155915151e-05,1,257.0178165435791,19.5729923248291,844672512.0,13,285.1864929199219,35193.66015625
13,1.9791959188461303,1.5949171421051025,46.57,91.89,9.958365282121497e-05,1,276.57252311706543,19.522493839263916,908104704.0,14,285.3330993652344,35212.71875
14,1.975146088027954,1.5436376937866212,48.19,92.23,9.951725498333448e-05,1,296.17558097839355,19.57377862930298,971536896.0,15,285.50048828125,35233.59765625
15,1.9679677892684937,1.539011918258667,48.32,92.06,9.94459753267812e-05,1,315.7639284133911,19.564443349838257,1034969088.0,16,285.65948486328125,35254.15625
16,1.9607673606872558,1.5332574125289917,49.36,92.87,9.936982166817273e-05,1,335.32219433784485,19.5342218875885,1098401280.0,17,285.7811584472656,35270.0234375
17,1.959307611846924,1.50551807346344,49.84,92.59,9.928880235861588e-05,1,354.84689259529114,19.49222683906555,1161833472.0,18,285.92913818359375,35289.015625
18,1.945993396949768,1.488456550216675,49.55,92.59,9.9202926282791e-05,1,374.396772146225,19.52514386177063,1225265664.0,19,286.087646484375,35307.79296875
19,1.9414638748168946,1.4909456563949586,50.01,92.39,9.911220285797748e-05,1,393.9586753845215,19.53809142112732,1288697856.0,20,286.2179870605469,35324.9375
20,1.9377278116226195,1.4917859363555908,49.86,92.06,9.901664203302126e-05,1,413.5099985599518,19.521177053451538,1352130048.0,21,286.3344421386719,35340.3359375
21,1.932989359664917,1.476750817489624,50.89,92.67,9.891625428724365e-05,1,433.10776948928833,19.57206630706787,1415562240.0,22,286.46978759765625,35356.78125
22,1.930077453994751,1.4678623027801514,51.28,93.18,9.881105062929222e-05,1,452.66446685791016,19.53290557861328,1478994432.0,23,286.5845031738281,35372.07421875
23,1.9339789918899537,1.4469803739547729,52.17,93.41,9.870104259593363e-05,1,472.19374346733093,19.504817485809326,1542426624.0,24,286.69873046875,35386.7578125
24,1.9048540384292603,1.4363783340454102,52.17,93.33,9.858624225078841e-05,1,491.7773103713989,19.559826850891113,1605858816.0,25,286.84820556640625,35404.96484375
25,1.9267938688278199,1.4648787487030028,51.26,93.14,9.846666218300807e-05,1,511.32141613960266,19.51915740966797,1669291008.0,26,286.9364929199219,35415.4296875
26,1.910966506576538,1.4308924278259276,52.34,93.3,9.834231550589462e-05,1,530.8768408298492,19.53145480155945,1732723200.0,27,287.0806884765625,35432.53125
27,1.9137359424591065,1.4357153312683106,52.36,93.46,9.821321585546244e-05,1,550.4484412670135,19.547708988189697,1796155392.0,28,287.1948547363281,35447.640625
28,1.9111153060913086,1.4247317865371705,54.1,93.78,9.807937738894302e-05,1,569.9941284656525,19.521547317504883,1859587584.0,29,287.30303955078125,35460.78125
29,1.9067429023742675,1.4092564519882202,53.23,93.51,9.794081478323246e-05,1,589.5864505767822,19.5476291179657,1923019776.0,30,287.45367431640625,35479.41796875
30,1.9078506267547608,1.4049975067138671,53.78,93.86,9.779754323328192e-05,1,609.1801238059998,19.55344820022583,1986451968.0,31,287.55865478515625,35493.37890625
31,1.9061838953018189,1.404686887741089,54.21,93.49,9.764957845043137e-05,1,628.7341351509094,19.531189441680908,2049884160.0,32,287.67791748046875,35507.98828125
32,1.8984082578659058,1.3865261112213134,53.69,94.02,9.749693666068666e-05,1,648.3060069084167,19.54888677597046,2113316352.0,33,287.8016357421875,35522.53125
33,1.894198920249939,1.3806864727020263,54.91,94.09,9.733963460294015e-05,1,667.7355105876923,19.37801766395569,2176748544.0,34,287.9263916015625,35538.4140625
34,1.8836462200164794,1.376744964981079,55.99,94.42,9.717768952713513e-05,1,687.169362783432,19.41074013710022,2240180736.0,35,288.053466796875,35553.703125
35,1.8985890522003175,1.3753184225082398,55.49,94.15,9.701111919237408e-05,1,706.6239361763,19.430747747421265,2303612928.0,36,288.15496826171875,35565.703125
36,1.888169947052002,1.3734763763427735,55.27,94.35,9.683994186497131e-05,1,726.0605726242065,19.41351079940796,2367045120.0,37,288.27752685546875,35580.96484375
37,1.8831030975341796,1.3601351888656616,55.86,94.25,9.666417631644977e-05,1,745.4859302043915,19.401816606521606,2430477312.0,38,288.4247741699219,35598.640625
38,1.8877887660980224,1.3822313121795655,54.47,94.45,9.648384182148252e-05,1,764.9459624290466,19.436121702194214,2493909504.0,39,288.5274963378906,35612.375
39,1.8894532361984253,1.3596686779022218,55.5,94.55,9.629895815577916e-05,1,784.3871619701385,19.396089553833008,2557341696.0,40,288.63446044921875,35624.4296875
40,1.875766184616089,1.3504300971984864,55.85,94.21,9.610954559391703e-05,1,803.8119053840637,19.400877237319946,2620773888.0,41,288.7466125488281,35638.51953125
41,1.8712843160629273,1.3464555065155028,56.34,94.75,9.59156249071181e-05,1,823.2390625476837,19.40355134010315,2684206080.0,42,288.8765869140625,35653.046875
42,1.8796863693237305,1.3555030124664307,56.64,94.53,9.571721736097089e-05,1,842.6735963821411,19.410660982131958,2747638272.0,43,288.9759521484375,35665.265625
43,1.8719999671936036,1.3399506418228149,56.23,94.47,9.551434471309872e-05,1,862.1028742790222,19.40555739402771,2811070464.0,44,289.0931396484375,35678.68359375
44,1.8666244159698486,1.341785894203186,56.78,94.37,9.530702921077358e-05,1,881.5329914093018,19.407330751419067,2874502656.0,45,289.20208740234375,35692.39453125
45,1.8651764192581177,1.3314540010452272,56.77,94.9,9.509529358847655e-05,1,900.9756987094879,19.419554471969604,2937934848.0,46,289.306884765625,35705.078125
46,1.868056212425232,1.3370548007965088,57.35,94.94,9.487916106540466e-05,1,920.4230275154114,19.42435073852539,3001367040.0,47,289.43292236328125,35720.3046875
47,1.8792981479644775,1.323412484741211,57.07,94.69,9.465865534292465e-05,1,939.8493099212646,19.402331352233887,3064799232.0,48,289.5259704589844,35730.98046875
48,1.872694161605835,1.3159396465301514,57.19,94.81,9.443380060197386e-05,1,959.2878193855286,19.397801160812378,3128231424.0,49,289.63934326171875,35744.69921875
49,1.866441993522644,1.3182890533447265,57.39,94.88,9.420462150040853e-05,1,978.7444491386414,19.4184467792511,3191663616.0,50,289.7496643066406,35756.76953125
50,1.8536707145690918,1.315985726928711,57.26,94.69,9.397114317029974e-05,1,998.2440104484558,19.47546625137329,3255095808.0,51,289.8801574707031,35772.0
51,1.869068657684326,1.3060046913146972,57.73,95.02,9.373339121517747e-05,1,1017.6880507469177,19.420908451080322,3318528000.0,52,289.9667053222656,35781.44921875
