epoch,train_loss,eval_loss,eval_top1,eval_top5,test_loss,test_top1,test_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
265,1.7902679601669311,1.1575699851989747,63.19,96.25,1.1563687717437745,63.21,96.25,1.2988880807625922e-05,16,2905.6063117980957,103.47630786895752,28437676032.0,448,2071.428955078125,43026.8828125
266,1.794037787628174,1.1578082305908204,63.33,96.43,1.1569260663032532,63.24,96.37,1.2822310472864886e-05,16,3009.345960855484,103.46561527252197,29452591104.0,464,2071.412841796875,43025.953125
267,1.795442656326294,1.1581113790512085,63.35,96.43,1.1578091526031493,63.14,96.36,1.2660365397059856e-05,16,3113.081084728241,103.53287363052368,30467506176.0,480,2071.39013671875,43024.84375
268,1.8063767421722412,1.1553751502990723,63.24,96.13,1.1541337785720824,63.22,96.24,1.2503063339313356e-05,16,3216.8560338020325,103.57381415367126,31482421248.0,496,2071.375,43023.8515625
269,1.8066558547973632,1.1581749961853027,63.16,96.32,1.1593533498764037,62.98,96.35,1.2350421549568651e-05,16,3320.544136762619,103.49207639694214,32497336320.0,512,2071.373046875,43023.4140625
270,1.7997086431503295,1.1582314611434936,62.93,96.22,1.1582997327804565,62.92,96.26,1.2202456766718093e-05,16,3424.0429441928864,103.30118441581726,33512251392.0,528,2071.356201171875,43022.80859375
271,1.8113209930419922,1.1619515655517578,63.09,96.23,1.1613217418670654,63.22,96.28,1.2059185216767544e-05,16,3527.5664567947388,103.3193473815918,34527166464.0,544,2071.339111328125,43022.0
272,1.8038896419525146,1.1560144380569457,63.09,96.51,1.1568024343490602,63.14,96.31,1.1920622611056975e-05,16,3631.2005133628845,103.43591117858887,35542081536.0,560,2071.324951171875,43021.10546875
273,1.788459183883667,1.1564326946258545,62.92,96.19,1.156655389022827,62.78,96.19,1.1786784144537563e-05,16,3734.8333036899567,103.36720442771912,36556996608.0,576,2071.302978515625,43020.0
274,1.8063199337005615,1.1615943185806274,63.2,96.3,1.1622609189987183,62.6,96.4,1.1657684494105385e-05,16,3838.4062063694,103.37094926834106,37571911680.0,592,2071.28369140625,43019.2109375
275,1.8046286785125731,1.1567793003082276,63.14,96.29,1.1564397012710572,63.39,96.34,1.1533337816991927e-05,16,3941.7080693244934,103.09312510490417,38586826752.0,608,2071.26708984375,43018.2421875
276,1.809769255065918,1.1567787218093872,63.46,96.16,1.156740961456299,62.94,96.31,1.1413757749211602e-05,16,4045.3336248397827,103.40089678764343,39601741824.0,624,2071.258056640625,43017.5078125
277,1.7923762180328369,1.1533703462600708,63.41,96.37,1.1558374046325683,63.02,96.31,1.1298957404066382e-05,16,4148.779918909073,103.24997067451477,40616656896.0,640,2071.23583984375,43016.41796875
278,1.8022979948043822,1.1497533000946045,63.46,96.42,1.150475457572937,63.41,96.44,1.1188949370707787e-05,16,4252.124574661255,103.14877843856812,41631571968.0,656,2071.218505859375,43015.58984375
279,1.8066642135620117,1.1549264434814452,63.18,96.16,1.154316832923889,63.68,96.32,1.1083745712756372e-05,16,4355.603540897369,103.27673077583313,42646487040.0,672,2071.196044921875,43014.33984375
280,1.8128355419158935,1.1537732434272767,63.17,96.38,1.153041155052185,63.23,96.34,1.098335796697875e-05,16,4458.851826667786,103.04774832725525,43661402112.0,688,2071.176025390625,43013.421875
281,1.791546533203125,1.1547320114135742,63.48,96.4,1.15630639667511,63.18,96.3,1.0887797142022522e-05,16,4562.3529806137085,103.27905225753784,44676317184.0,704,2071.15478515625,43012.29296875
282,1.7977740310668946,1.1556930917739867,63.32,96.39,1.1554935693740844,63.29,96.3,1.0797073717209014e-05,16,4665.960223197937,103.40556859970093,45691232256.0,720,2071.130126953125,43011.3984375
283,1.8007542385101318,1.1567308721542358,63.19,96.16,1.1562458770751953,63.2,96.16,1.0711197641384117e-05,16,4769.52747130394,103.3675467967987,46706147328.0,736,2071.113037109375,43010.6484375
284,1.801567222213745,1.155757280921936,63.04,96.24,1.1563366523742675,62.92,96.18,1.0630178331827276e-05,16,4873.111911535263,103.38218569755554,47721062400.0,752,2071.092041015625,43009.76953125
285,1.8015299264907836,1.1534794429779052,63.02,96.31,1.1527647306442261,63.32,96.25,1.0554024673218807e-05,16,4976.709572315216,103.36657381057739,48735977472.0,768,2071.06982421875,43008.71875
286,1.7912575401306152,1.1552562217712403,63.23,96.25,1.1552881826400756,63.19,96.51,1.0482745016665526e-05,16,5080.480129480362,103.50184726715088,49750892544.0,784,2071.047607421875,43007.88671875
287,1.7930785989761353,1.154835443496704,62.99,96.24,1.154480697631836,62.89,96.3,1.0416347178785039e-05,16,5184.092801332474,103.40963506698608,50765807616.0,800,2071.022705078125,43006.6171875
288,1.8003874757766725,1.1520143030166625,63.11,96.31,1.1508167150497437,63.12,96.37,1.0354838440848501e-05,16,5287.634740591049,103.31521606445312,51780722688.0,816,2070.997314453125,43005.6640625
289,1.804007070159912,1.1548100463867188,63.02,96.34,1.1548310499191283,62.98,96.14,1.029822554798216e-05,16,5391.322666168213,103.48507928848267,52795637760.0,832,2070.972900390625,43004.5
290,1.7934901498794555,1.1538906874656678,63.0,96.28,1.1529940254211426,62.91,96.55,1.0246514708427702e-05,16,5494.809635639191,103.28395700454712,53810552832.0,848,2070.95556640625,43003.6328125
291,1.7986921146392822,1.1519752576828004,63.33,96.45,1.152222050857544,63.56,96.14,1.01997115928614e-05,16,5598.558207988739,103.55357146263123,54825467904.0,864,2070.92919921875,43002.671875
292,1.7898795001983643,1.1516657403945922,63.41,96.31,1.152140336418152,63.09,96.34,1.0157821333772305e-05,16,5702.297606229782,103.50398635864258,55840382976.0,880,2070.9033203125,43001.515625
293,1.7921890230178834,1.1520724235534667,63.12,96.27,1.1517006656646729,63.29,96.29,1.0120848524899386e-05,16,5806.037432432175,103.46996927261353,56855298048.0,896,2070.8828125,43000.6328125
294,1.7867450159072875,1.1510201944351197,63.28,96.24,1.1503222249984741,63.41,96.35,1.0088797220727781e-05,16,5909.734963178635,103.49452447891235,57870213120.0,912,2070.854248046875,42999.5078125
295,1.793201583480835,1.1481363889694214,63.32,96.23,1.147932571220398,63.56,96.4,1.0061670936044179e-05,16,6013.355311632156,103.41691970825195,58885128192.0,928,2070.821044921875,42998.359375
296,1.7972417375564576,1.15022715549469,63.37,96.48,1.1504594274520874,63.27,96.4,1.0039472645551374e-05,16,6117.006439208984,103.45401740074158,59900043264.0,944,2070.797607421875,42997.33984375
297,1.792454763031006,1.1528703718185425,63.27,96.18,1.1527874965667724,63.26,96.19,1.002220478354208e-05,16,6220.393322944641,103.1854932308197,60914958336.0,960,2070.778564453125,42996.4140625
298,1.8009592868804931,1.1524188978195191,63.53,96.32,1.1517116758346557,63.54,96.26,1.0009869243631953e-05,16,6323.817739009857,103.2241358757019,61929873408.0,976,2070.755126953125,42995.41796875
299,1.8138380376815797,1.153561471748352,63.72,96.38,1.1554558643341064,63.64,96.16,1.0002467378551954e-05,16,6427.351824998856,103.24758076667786,62944788480.0,992,2070.740966796875,42994.57421875
