epoch,train_loss,train_acc1,train_avg_grad_norm,eval_loss,eval_top1,test_loss,test_top1,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.163445873069763,19.471153846153847,"tensor(2.4914e-11, device='cuda:0')",1.9073352291107177,31.1,1.901700212097168,31.31,1e-05,12,60.74549388885498,60.74549055099487,781240320.0,12,3085.87255859375,365120.40625
1,2.0980962194442747,26.322115384615383,"tensor(4.6075e-11, device='cuda:0')",1.8138806602478028,36.42,1.8053000539779662,36.67,1.9e-05,12,111.3669126033783,49.71182918548584,1542426624.0,24,3085.885498046875,365103.625
2,2.0700027633666993,27.16346153846154,"tensor(6.2782e-11, device='cuda:0')",1.7281063665390015,39.49,1.7203272397994995,39.89,2.8000000000000003e-05,12,161.04237747192383,49.500094413757324,2303612928.0,36,3085.794677734375,365072.09375
3,2.0438860284805296,29.20673076923077,"tensor(7.7107e-11, device='cuda:0')",1.6894693971633912,42.06,1.6779901527404786,42.8,3.7e-05,12,210.98112392425537,49.757871866226196,3064799232.0,48,3085.761474609375,365042.71875
4,2.0213561265945437,33.05288461538461,"tensor(8.8406e-11, device='cuda:0')",1.612148957824707,43.91,1.596829993057251,44.72,4.6e-05,12,260.8147428035736,49.655452489852905,3825985536.0,60,3085.710205078125,365004.90625
5,1.9994836038589479,35.45673076923077,"tensor(1.0111e-10, device='cuda:0')",1.5665539827346802,45.33,1.5527793741226197,46.26,5.5e-05,12,310.65569496154785,49.66164541244507,4587171840.0,72,3085.669921875,364970.71875
6,1.9904247652053833,33.89423076923077,"tensor(1.0974e-10, device='cuda:0')",1.5485891218185426,46.87,1.542207541847229,47.66,6.4e-05,12,360.6587300300598,49.82341933250427,5348358144.0,84,3085.4921875,364920.5
7,1.9713144456863403,32.93269230769231,"tensor(1.2126e-10, device='cuda:0')",1.5057825721740723,48.26,1.4949200483322143,49.04,7.3e-05,12,410.71159863471985,49.87455487251282,6109544448.0,96,3085.422119140625,364879.78125
8,1.962373938369751,39.0625,"tensor(1.2623e-10, device='cuda:0')",1.5214959981918335,48.05,1.5143787647247315,47.86,8.2e-05,12,460.67880630493164,49.790422439575195,6870730752.0,108,3085.2744140625,364829.90625
9,1.9495424913406372,34.01442307692308,"tensor(1.3170e-10, device='cuda:0')",1.4427002292633058,52.26,1.4392720708847047,52.93,9.1e-05,12,510.66932249069214,49.75747299194336,7631917056.0,120,3085.19189453125,364787.0
