epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
108,1.465382706187904,0.5125909587860108,87.53,99.39,7.416006812042828e-05
109,1.4451610500925482,0.5121632744789123,87.57,99.41,7.373263565171806e-05
110,1.4568643778295431,0.5196529242992401,87.4,99.41,7.330314893841101e-05
111,1.4718159466943728,0.5281554740905762,87.58,99.47,7.287165507856512e-05
112,1.4578320097068513,0.5300928985595703,87.65,99.4,7.243820139034464e-05
113,1.4474001151346214,0.503183934879303,87.88,99.45,7.200283540683103e-05
114,1.4421503970473433,0.5355081433773041,87.48,99.49,7.156560487081051e-05
115,1.4653763126166925,0.5255266045093536,87.69,99.53,7.11265577295385e-05
116,1.4567359469153665,0.49719124274253845,88.04,99.58,7.068574212948169e-05
117,1.4584972506601281,0.5052740940093994,87.94,99.42,7.024320641103812e-05
118,1.451781047901637,0.49946363635063173,87.83,99.47,6.979899910323626e-05
119,1.4526056305394435,0.5050821662425995,87.59,99.5,6.935316891841316e-05
120,1.4373348403373845,0.4926663098335266,87.78,99.52,6.890576474687264e-05
121,1.4566617366904333,0.49914929332733154,87.43,99.55,6.845683565152391e-05
122,1.4442023035048217,0.49677967891693114,88.21,99.4,6.800643086250122e-05
123,1.454272778254007,0.5042952004909516,87.97,99.48,6.755459977176533e-05
124,1.4268083969243204,0.49453573451042177,87.98,99.45,6.710139192768697e-05
125,1.4440725081708763,0.5062789419174194,87.96,99.46,6.664685702961345e-05
126,1.4225104760268892,0.49201123785972595,88.37,99.49,6.619104492241846e-05
127,1.460433381238759,0.4891419978618622,87.9,99.39,6.573400559103614e-05
128,1.443376434215663,0.5010012849330903,87.89,99.46,6.527578915497952e-05
129,1.4189342925093695,0.49419404788017274,88.27,99.44,6.481644586284443e-05
130,1.4321790797762315,0.498235257434845,87.89,99.42,6.435602608679918e-05
131,1.4354053548753032,0.4942649824142456,88.22,99.44,6.389458031706068e-05
132,1.4424915531991234,0.492735089635849,88.33,99.53,6.343215915635762e-05
133,1.4450743174736083,0.5172378096580506,88.19,99.52,6.296881331438125e-05
134,1.4412784460412098,0.4742152787685394,88.23,99.53,6.250459360222461e-05
135,1.4461942294495664,0.4868259635448456,88.71,99.55,6.20395509268104e-05
136,1.4133766163021289,0.49652808570861817,88.78,99.49,6.157373628530854e-05
137,1.4214995314919232,0.4779075001716614,88.83,99.59,6.110720075954371e-05
138,1.4431275729943787,0.4717175142288208,88.92,99.48,6.06399955103937e-05
139,1.4299378232522444,0.46772006387710574,89.0,99.61,6.0172171772179006e-05
