epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.18565383644104,1.977357069015503,29.34,82.45,1e-05,34,33.64668416976929,33.646681785583496,2176748544.0,34,8692.0263671875,1025541.25
1,2.1215568120956423,1.8585704977035522,33.65,85.32,1.9e-05,34,60.99277305603027,27.131432056427002,4333443072.0,68,8692.1669921875,1025547.375
2,2.0862925674438477,1.7912416324615479,37.18,87.47,2.8000000000000003e-05,34,88.22030973434448,27.016813278198242,6490137600.0,102,8692.2802734375,1025548.8125
3,2.059916617202759,1.743037159729004,38.16,88.69,3.7e-05,34,115.47742986679077,27.03865623474121,8646832128.0,136,8692.419921875,1025552.5
4,2.042669207572937,1.6912855421066284,41.35,89.57,4.6e-05,34,142.72672820091248,27.03397512435913,10803526656.0,170,8692.5791015625,1025556.625
5,2.024988734436035,1.6451384515762328,42.98,89.71,5.5e-05,34,169.94274377822876,27.0078444480896,12960221184.0,204,8692.7412109375,1025563.25
6,1.9983562141418456,1.6206109796524049,44.15,91.28,6.4e-05,34,197.18415784835815,27.031836986541748,15116915712.0,238,8692.9169921875,1025572.1875
7,1.9843751016616822,1.5596692640304566,46.34,92.01,7.3e-05,34,224.48830699920654,27.023443698883057,17273610240.0,272,8693.08984375,1025582.1875
8,1.965782151222229,1.5312431093215941,47.1,92.07,8.2e-05,34,251.7258152961731,27.02516269683838,19430304768.0,306,8693.2607421875,1025591.875
9,1.9583639242172242,1.4862957553863525,48.28,92.78,9.1e-05,34,278.94813346862793,27.009403944015503,21586999296.0,340,8693.4453125,1025603.3125
10,1.9594210191726684,1.4481504894256592,50.08,92.89,9.97534852915723e-05,34,306.15517115592957,26.994749784469604,23743693824.0,374,8693.6044921875,1025613.5
11,1.921087331199646,1.4392000082015992,51.11,93.36,9.970177445201784e-05,34,333.40012311935425,27.032058238983154,25900388352.0,408,8693.8125,1025629.375
12,1.9173205703735352,1.3999668279647828,52.63,93.26,9.964516155915151e-05,34,360.6749095916748,27.063488721847534,28057082880.0,442,8693.9501953125,1025641.0
13,1.909834255027771,1.3870376495361327,53.83,94.19,9.958365282121497e-05,34,387.9684238433838,27.030641794204712,30213777408.0,476,8694.1064453125,1025651.8125
14,1.8959408632278443,1.3481930568695069,54.37,94.33,9.951725498333448e-05,34,415.22382974624634,27.038733959197998,32370471936.0,510,8694.2919921875,1025665.8125
