epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.1847150152206423,1.9791567874908447,29.11,82.39,1e-05,4,35.39101576805115,35.391013383865356,273782784.0,4,1046.0479736328125,124937.2421875
1,2.109104911804199,1.8585830032348634,33.53,85.15,1.9e-05,4,61.883270025253296,26.427555561065674,527511552.0,8,1046.190185546875,124943.5625
2,2.077374835586548,1.7987261030197144,36.19,87.35,2.8000000000000003e-05,4,88.33460211753845,26.386215209960938,781240320.0,12,1046.31787109375,124948.59375
3,2.056118585586548,1.7260295318603516,39.66,88.95,3.7e-05,4,114.78924107551575,26.38971471786499,1034969088.0,16,1046.485107421875,124958.6484375
4,2.0342707149505617,1.680402850151062,41.24,89.48,4.6e-05,4,141.25105595588684,26.399681568145752,1288697856.0,20,1046.6697998046875,124969.2421875
5,2.020828818130493,1.634506309890747,43.97,90.48,5.5e-05,4,167.69333696365356,26.380833387374878,1542426624.0,24,1046.8575439453125,124979.40625
6,2.0074416242599487,1.6209335357666015,45.26,90.81,6.4e-05,4,194.1181719303131,26.36587691307068,1796155392.0,28,1046.99267578125,124983.921875
7,1.981298219871521,1.5537384859085084,45.65,91.49,7.3e-05,4,220.53584909439087,26.35790181159973,2049884160.0,32,1047.1756591796875,124994.53125
8,1.9786766660690307,1.542943508720398,46.75,92.2,8.2e-05,4,246.95020627975464,26.35417079925537,2303612928.0,36,1047.3106689453125,125001.53125
9,1.9604994497299195,1.49932769947052,49.53,92.62,9.1e-05,4,273.4083559513092,26.39746069908142,2557341696.0,40,1047.4732666015625,125011.46875
10,1.9351859373092652,1.4675848796844482,48.5,93.62,9.97534852915723e-05,4,299.88405084609985,26.4159677028656,2811070464.0,44,1047.6923828125,125027.5078125
11,1.9414100521087647,1.4473198301315309,50.68,93.24,9.970177445201784e-05,4,326.32780289649963,26.38463830947876,3064799232.0,48,1047.8135986328125,125031.3046875
