epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
163,1.5201336247667614,0.5962831512451172,84.03,99.11,4.889279924045631e-05
164,1.5148663043060009,0.6017664409637451,84.19,99.17,4.8426263714691496e-05
165,1.5199122599084003,0.588106182384491,84.41,99.3,4.7960449073189627e-05
166,1.5103095244811835,0.5857290018081664,84.7,99.21,4.7495406397775396e-05
167,1.5111773280419705,0.5869852042198181,84.52,99.21,4.703118668561876e-05
168,1.5195066527428913,0.5932333284854889,84.51,99.22,4.65678408436424e-05
169,1.5249242922255386,0.6073531200408936,84.52,99.14,4.610541968293932e-05
170,1.5163381859831866,0.5830749605178833,84.47,99.21,4.564397391320083e-05
171,1.4995664283347039,0.5947669305324554,84.78,99.16,4.5183554137155586e-05
172,1.5338894979749234,0.5826675957679749,84.64,99.29,4.47242108450205e-05
173,1.4991293769334557,0.5699708427429199,85.15,99.22,4.426599440896387e-05
174,1.5144531308612506,0.5704188257217407,84.79,99.19,4.380895507758154e-05
175,1.511100248628023,0.5780876041412354,85.09,99.11,4.335314297038657e-05
176,1.5058764619955485,0.5761700297832489,84.87,99.24,4.289860807231306e-05
177,1.5101320576423567,0.5846514684677124,84.76,99.22,4.244540022823468e-05
178,1.5162993883201317,0.5956257903575897,84.52,99.24,4.199356913749877e-05
179,1.501973593738717,0.5965935150146484,84.52,99.25,4.1543164348476104e-05
180,1.5166803028305729,0.6054544077396393,84.7,99.11,4.109423525312737e-05
181,1.5016725064850343,0.5751136957168579,84.68,99.29,4.0646831081586854e-05
182,1.4996002217261037,0.5882902925014496,84.63,99.17,4.020100089676376e-05
183,1.4925086516576906,0.569226799249649,85.15,99.25,3.975679358896189e-05
184,1.5103792568785586,0.5765033431053161,84.89,99.16,3.9314257870518325e-05
185,1.5039963845864759,0.5717366176128388,85.03,99.29,3.88734422704615e-05
186,1.5125609285242274,0.5741389151096344,85.12,99.22,3.8434395129189505e-05
187,1.5209610382054435,0.5923754295349121,84.44,99.2,3.799716459316898e-05
188,1.5140181118944391,0.5746321828842164,85.42,99.17,3.756179860965537e-05
189,1.5208046640079855,0.5743678082942962,85.09,99.32,3.7128344921434866e-05
190,1.4929797047231628,0.5703591470718383,85.11,99.19,3.669685106158899e-05
191,1.479815976338869,0.570338438987732,84.95,99.12,3.6267364348281956e-05
192,1.5031562338412647,0.5595931413173676,84.81,99.31,3.583993187957173e-05
193,1.5135882671602863,0.5652494843006134,85.23,99.24,3.541460052824527e-05
194,1.494855394894579,0.58061317486763,85.06,99.27,3.4991416936678275e-05
195,1.4902500210284577,0.5688687138557434,85.35,99.19,3.45704275117204e-05
196,1.5102150363897697,0.5885093507289887,84.86,99.13,3.415167841960624e-05
197,1.4855046594341341,0.5624435699462891,85.44,99.34,3.3735215580892576e-05
198,1.4869838818697863,0.5661713350772858,85.48,99.33,3.3321084665422807e-05
199,1.511881308580025,0.5728538718223571,85.45,99.18,3.2909331087318666e-05
