epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
235,1.9432288213729858,1.539217411994934,50.74,93.0,2.0028431734436313e-05,1,29.11414933204651,29.11414384841919,83486208.0,1,4095.71630859375,481169.4375
236,1.910933713531494,1.4962828594207764,51.56,93.34,1.9733794420337214e-05,1,49.2180552482605,19.9331271648407,146918400.0,2,4095.8154296875,481172.1875
237,1.8858291070938111,1.4602147785186768,53.63,93.67,1.9443024443093942e-05,1,69.27199745178223,19.894389629364014,210350592.0,3,4095.911376953125,481174.65625
238,1.883009091758728,1.4402867637634278,54.03,93.86,1.915615368891117e-05,1,89.26836800575256,19.836472749710083,273782784.0,4,4095.99951171875,481176.9375
239,1.8862018508911134,1.419750542640686,55.44,93.97,1.8873213616399855e-05,1,109.30656337738037,19.883060216903687,337214976.0,5,4096.078125,481178.21875
240,1.8841814163208008,1.412516376876831,55.38,94.36,1.859423525312737e-05,1,129.39475464820862,19.937822103500366,400647168.0,6,4096.14501953125,481179.125
241,1.8587016431808472,1.4002974836349487,54.84,94.12,1.831924919221506e-05,1,149.41216588020325,19.859241724014282,464079360.0,7,4096.2236328125,481181.5625
242,1.8550598606109618,1.3738616958618164,56.08,94.52,1.804828558898332e-05,1,169.44244647026062,19.872572898864746,527511552.0,8,4096.2919921875,481183.125
243,1.865043102645874,1.370007614517212,56.77,94.65,1.7781374157644715e-05,1,189.47611594200134,19.882025241851807,590943744.0,9,4096.3427734375,481183.25
244,1.85780285987854,1.3558260459899902,57.66,94.82,1.7518544168045528e-05,1,209.48067426681519,19.85405158996582,654375936.0,10,4096.40185546875,481184.5625
245,1.8521684593200685,1.3497622524261474,57.52,94.81,1.7259824442455923e-05,1,229.52931690216064,19.89444088935852,717808128.0,11,4096.4521484375,481185.25
246,1.8166043771743774,1.2492525384902955,61.8,95.71,1.7005243352409324e-05,2,251.90011858940125,22.22127079963684,844672512.0,13,4096.5078125,481184.875
247,1.7230790719985962,0.9910720026016235,71.35,97.94,1.6754828815591133e-05,4,278.61730909347534,26.567729949951172,1098401280.0,17,4096.5029296875,481177.71875
