epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,2.1641914307231636,1.899582388496399,32.94,85.03,1e-05
1,2.089984891661914,1.7896682497024536,37.3,87.51,1.9e-05
2,2.0593190213019046,1.7051967624664306,41.08,89.18,2.8000000000000003e-05
3,2.0456755095651604,1.664601488494873,43.13,90.51,3.7e-05
4,2.015484006243082,1.607505605506897,43.17,91.65,4.6e-05
5,1.991852447409636,1.5678318922042846,46.7,91.86,5.5e-05
6,1.9841166331734457,1.522552042198181,47.49,92.64,6.4e-05
7,1.96249917466265,1.4803089294433593,49.99,93.64,7.3e-05
8,1.9437656428536136,1.4129227294921876,51.21,93.79,8.2e-05
9,1.9327010688647417,1.3978135889053345,52.11,94.06,9.1e-05
10,1.9121424773285849,1.3903325120925902,53.53,94.35,9.97534852915723e-05
11,1.8934163471800722,1.3270997856140136,55.32,94.64,9.970177445201784e-05
12,1.8823345943846561,1.2930915893554686,56.88,95.08,9.964516155915151e-05
13,1.877846872150211,1.2566701402664184,58.39,95.33,9.958365282121497e-05
14,1.8526850140506876,1.2631483709335327,57.75,94.78,9.951725498333448e-05
15,1.8520262194046138,1.2186097190856933,60.49,95.4,9.94459753267812e-05
16,1.8569916274575051,1.2072831216812134,60.14,95.68,9.936982166817273e-05
17,1.835133139668903,1.1749013357162477,62.01,95.8,9.928880235861588e-05
18,1.8177622710849504,1.129200361251831,63.08,96.43,9.9202926282791e-05
19,1.8021196754274844,1.1258094591140748,64.47,96.44,9.911220285797748e-05
20,1.8009254369174015,1.1063242742538453,64.22,96.34,9.901664203302126e-05
21,1.7801260383425235,1.0686652257919311,66.07,96.76,9.891625428724365e-05
22,1.7656921383360742,1.0642170686721801,67.8,97.13,9.881105062929222e-05
23,1.7597651426679193,1.0206796758651733,67.24,97.23,9.870104259593363e-05
24,1.7572506927192288,1.0048879228591918,68.71,97.26,9.858624225078841e-05
25,1.7435911428302564,1.0062991570472717,69.01,97.22,9.846666218300807e-05
26,1.7426178177553926,0.9961025484085083,68.62,97.05,9.834231550589462e-05
27,1.7314074579793268,0.9771730326652527,70.85,97.33,9.821321585546244e-05
28,1.719993325110129,0.9537288276672363,70.98,97.53,9.807937738894302e-05
29,1.7299979291713192,0.956665169620514,71.14,97.6,9.794081478323246e-05
30,1.712520906928254,0.9267068740844726,71.43,97.64,9.779754323328192e-05
31,1.6939050320931799,0.9154362649917602,72.02,97.48,9.764957845043137e-05
32,1.7202717450455727,0.9281292906761169,71.78,97.65,9.749693666068666e-05
33,1.6977665184707251,0.902002780342102,73.63,97.67,9.733963460294015e-05
34,1.6801253105400467,0.8849562537193298,73.37,98.1,9.717768952713513e-05
35,1.6788762777318722,0.870714530658722,72.93,98.0,9.701111919237408e-05
36,1.685410396085048,0.8617937244415284,74.32,98.06,9.683994186497131e-05
37,1.6835384990127993,0.8418356127738953,74.94,98.02,9.666417631644977e-05
38,1.667558895488402,0.8282055713653564,75.41,98.19,9.648384182148252e-05
39,1.6704358433333921,0.8324946950912475,75.81,98.15,9.629895815577916e-05
40,1.6605164247652022,0.8317063222885132,75.37,98.1,9.610954559391703e-05
41,1.6467355662210346,0.8399443962097168,76.49,98.2,9.59156249071181e-05
42,1.6574974295882348,0.8307563428878784,75.68,98.28,9.571721736097089e-05
43,1.6509233035442923,0.7979071599960327,76.62,98.39,9.551434471309872e-05
44,1.6546383068900408,0.8075338508605957,77.18,98.43,9.530702921077358e-05
45,1.6580755000840992,0.7941534022331238,76.96,98.47,9.509529358847655e-05
46,1.6417410871283498,0.7994111214637757,77.02,98.44,9.487916106540466e-05
47,1.6481018821958084,0.788325452041626,76.11,98.4,9.465865534292465e-05
48,1.6361151941301881,0.7732983334541321,77.98,98.38,9.443380060197386e-05
49,1.6341800660696286,0.7734005561828613,77.83,98.33,9.420462150040853e-05
50,1.621562473294677,0.7850406030654907,78.04,98.48,9.397114317029974e-05
51,1.6249975701758255,0.7836446739196777,78.16,98.4,9.373339121517747e-05
52,1.6325795806171646,0.7560540034294129,78.92,98.53,9.34913917072228e-05
53,1.6065436873332182,0.7371318143367768,78.64,98.39,9.324517118440888e-05
54,1.6205705382912474,0.740263191127777,78.38,98.65,9.299475664759068e-05
55,1.6113589041974876,0.7435514956474304,79.59,98.69,9.274017555754408e-05
56,1.6098571583037187,0.7298943856239318,78.92,98.72,9.248145583195448e-05
57,1.6079761095144685,0.7262977557182312,79.4,98.71,9.221862584235528e-05
58,1.579967631420619,0.7160309439659118,79.16,98.84,9.195171441101669e-05
59,1.589848600490145,0.7140163524150849,79.14,98.64,9.168075080778494e-05
60,1.599122188460659,0.7157855958938598,79.76,98.86,9.140576474687264e-05
